"","Row","Site","SiteNo","PlotNo","SubplotNo","SubplotRes","X","Y","AgoHet","AirCar","AnaArv","Bare","BriMin","BroDia","BroHor","CroSet","CynEch","DicCap","Erodium","GalPar","GerDis","HypGla","LinCil","Lotus","MadSat","TaeCap","TriHir","VicSat","ClaPur","Lupinus","MicCal","Ranunculus","SisBel","TriCro","TriDon","Torilis","Centaurea","Gopher","Sidalcea","LacSer","AchMil","AveBar","LolMul","TriDub","VulMyu","AveFat","CerGlo","GasVen","Wyethia","LinBic","NotMadia","PlaNot","SilGal","TriEri","TriFuc","TriGra","TriAes","TriWil","UnkForb","WhiteBrush","BroMad","Clarkia","CarPac","Solidago","MadSat.1","Asclepias","UnkForb.Cerastium..","Tritileia","CovDis","BranchedTarweed","EupSpa","WhiteGlume","SoftThistle","RumCri","PetDub","TritileiaBlue","TriMicro","GerDis.1","BriMaj","StiPul","Lathyrus","LinPar","TriRef","TriWra","TriPlate","TriWild","BroSterilis","GalApa","YellowMint","NotRanunculus","Unk.Forb","AegTri","Rock","GerMol"
"402",134,"SFREC",2,1,3,0.5,1,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0.5,15,37.5,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403",135,"HREC",2,8,5,0.25,1,2,1,0,0.5,0,0,0.5,15,0,0,0,0,0.5,0,15,0.5,15,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"404",135,"MCL",3,8,5,0.25,1,2,2,15,0,62.5,0.5,0,15,0,0,0,15,0.5,0,37.5,0,0,15,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",135,"SFREC",2,1,5,0.25,2,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,15,15,37.5,0,15,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",136,"HREC",2,8,6,0.25,2,1,1,0,0,0,0,0,0,0,0,0,15,15,0,37.5,0,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",136,"MCL",3,8,6,0.25,2,1,2,15,0,0,0,0,15,0,0,0,15,15,0,62.5,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408",136,"SFREC",2,1,6,0.25,2,2,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,37.5,0,15,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",137,"HREC",2,8,4,0.5,2,1,1,0,0,0,0,0,0.5,0,0,0,0.5,15,0,15,0,0.5,0,15,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"410",137,"MCL",3,8,4,0.5,2,1,2,15,0,0,0.5,0,37.5,0,0,0.5,15,0.5,0,62.5,15,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",137,"SFREC",2,1,4,0.5,2,1,0,0,0,0,0,15,15,0,0,0,0,0.5,0,0,0,15,15,62.5,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",138,"HREC",2,8,7,0.25,1,2,1,0,0,0,0,0,0,0,0,0,0.5,15,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",138,"MCL",3,8,7,0.25,1,2,2,15,0,0,0.5,0,37.5,0,0,0,15,0.5,0,37.5,15,0,15,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414",138,"SFREC",2,1,7,0.25,1,2,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,15,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",139,"HREC",2,8,8,0.25,2,1,1,0,0,0,0,0,0,0,0,0,0.5,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",139,"MCL",3,8,8,0.25,2,1,0,15,0,0,0,0,37.5,0,0,0.5,15,0.5,0,62.5,0.5,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417",139,"SFREC",2,1,8,0.25,2,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,15,62.5,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",141,"HREC",2,7,1,1,1,2,2,0,15,0,0,0,15,0,0,0,0,15,0,15,0.5,15,15,62.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,0,0,0,0,0,0
"422",141,"MCL",3,7,1,1,1,2,2,15,0,0,0.5,0,62.5,0,0,0.5,15,15,0,62.5,15,0,15,0,0,0,0,15,37.5,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423",141,"SFREC",2,2,1,1,1,2,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,15,0,37.5,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,15,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424",142,"HREC",2,7,1,0.5,1,1,0,0,15,0,0,0,15,0,0,0,0,15,0,15,0,15,15,37.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"425",142,"MCL",3,7,1,0.5,1,1,2,0.5,0,0,0.5,0,37.5,0,0,0.5,15,15,0,62.5,15,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",142,"SFREC",2,2,1,0.5,1,1,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,0,0,37.5,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,15,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427",143,"HREC",2,7,1,0.25,1,1,0,0,0.5,0,0,0,15,0,0,0,0,15,0,15,0,15,0,37.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"428",143,"MCL",3,7,1,0.25,1,1,1,0.5,0,0,0,0,37.5,0,0,0,15,15,0,62.5,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429",143,"SFREC",2,2,1,0.25,1,2,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,0,0,37.5,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430",144,"HREC",2,7,2,0.25,2,2,0,0,0.5,0,0,0,15,0,0,0,0,15,0,0.5,0,0.5,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"431",144,"MCL",3,7,2,0.25,2,2,2,0.5,0,0,0,0,37.5,0,0,0.5,15,0.5,0,62.5,15,0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432",144,"SFREC",2,2,2,0.25,2,2,0,0,0,0,0,15,15,37.5,0,0,0,15,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433",145,"HREC",2,7,2,0.5,1,2,2,0,0.5,0,0,0,15,0,0,0,0,0.5,0,15,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"434",145,"MCL",3,7,2,0.5,1,2,2,0.5,0,0,0.5,0,62.5,0,0,0,15,0.5,0,62.5,15,0,15,0,0,0,0,15,37.5,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435",145,"SFREC",2,2,2,0.5,2,1,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,15,0,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",146,"HREC",2,7,3,0.25,1,1,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437",146,"MCL",3,7,3,0.25,1,1,2,0.5,0,0,0.5,0,37.5,0,0,0,15,0.5,0,37.5,15,0,15,0,0,0,0,15,15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438",146,"SFREC",2,2,3,0.25,1,1,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439",147,"HREC",2,7,4,0.25,1,2,1,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"440",147,"MCL",3,7,4,0.25,1,2,2,0.5,0,0,0,0,37.5,0,0,0,15,0.5,0,15,0.5,0,15,0,0,0,0,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441",147,"SFREC",2,2,4,0.25,1,2,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,15,0,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442",148,"HREC",2,7,2,1,2,1,2,0,0,0,0,0,15,0,15,0,0.5,15,0,15,0,0,0.5,37.5,0,0,15,0,0,0,0,0,0,0.5,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,15,0.5,0,0,0,0,0,0,0,0
"443",148,"MCL",3,7,2,1,2,1,3,15,0,0,0.5,0,37.5,0,0,0,15,0.5,0,62.5,15,0,15,0,0,0,0,37.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444",148,"SFREC",2,2,2,1,2,2,0,0,0,0,0.5,15,15,15,0,0.5,0,0.5,15,0,0,15,15,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,15,0,0,0.5,0,0,0,0.5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445",149,"HREC",2,7,3,0.5,2,1,2,0,0,0,0,0,15,0,0,0,0.5,0.5,0,15,0,0,0,37.5,0,0,15,0,0,0,0,0,0,0.5,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
"446",149,"MCL",3,7,3,0.5,2,1,3,15,0,0,0,0,37.5,0,0,0,15,0.5,0,37.5,15,0,0.5,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447",149,"SFREC",2,2,3,0.5,2,1,0,0,0,0,0.5,15,15,15,0,0.5,0,0.5,0,0,0,15,15,15,0,15,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,15,0,0,15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448",150,"HREC",2,7,5,0.25,1,1,1,0,0,0,0,0,15,0,0,0,0,0.5,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"449",150,"MCL",3,7,5,0.25,1,1,3,15,0,0,0,0,15,0,0,0,15,0.5,0,37.5,15,0,15,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450",150,"SFREC",2,2,5,0.25,1,1,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",151,"HREC",2,7,6,0.25,2,1,2,0,0,0,0,0,15,0,0,0,0,0.5,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"452",151,"MCL",3,7,6,0.25,2,1,1,0,0,0,0,0,15,0,0,0,15,0.5,0,37.5,0.5,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453",151,"SFREC",2,2,6,0.25,1,2,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,15,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454",152,"HREC",2,7,4,0.5,2,2,1,0,0,0,0,0,15,0,0.5,0,0,0.5,0,0,0,0.5,15,62.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"455",152,"MCL",3,7,4,0.5,2,2,2,15,0,0,0.5,0,37.5,0,0,0,15,0.5,0,37.5,15,0,15,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456",152,"SFREC",2,2,4,0.5,2,2,0,0,0,0,0,15,37.5,15,0,0,0,0.5,15,0,0,0,0.5,15,0,0.5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457",153,"HREC",2,7,7,0.25,1,2,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,37.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"458",153,"MCL",3,7,7,0.25,1,2,3,15,0,0,0.5,0,37.5,0,0,0,15,0.5,0,37.5,15,0,15,0,0,0,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459",153,"SFREC",2,2,7,0.25,2,1,0,0,0,0,0,15,37.5,0,0,0,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460",154,"HREC",2,7,8,0.25,2,2,1,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"461",154,"MCL",3,7,8,0.25,2,2,2,0.5,0,0,0.5,0,37.5,0,0,0,15,0.5,0,62.5,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",154,"SFREC",2,2,8,0.25,2,2,0,0,0,0,0,15,37.5,0,0,0,0,0.5,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466",156,"HREC",2,6,1,1,1,2,2,0.5,15,15,0,15,15,0,0.5,0,0.5,15,0,15,0.5,15,0,37.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0
"467",156,"MCL",3,6,1,1,1,2,2,15,0.5,15,0.5,0.5,37.5,0,0,0.5,15,15,0,62.5,0.5,0,15,0,0,0,0,37.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469",157,"HREC",2,6,1,0.5,1,2,2,15,15,62.5,0,15,15,0,0,0,0.5,0.5,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"470",157,"MCL",3,6,1,0.5,1,2,2,15,0,15,0,0.5,37.5,0,0,0,15,15,0,62.5,0,0,15,0,0,0,0,37.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471",157,"SFREC",2,3,1,1,1,1,0,0,0,0,0.5,15,37.5,15,0.5,0,0,15,15,0,0,15,15,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,15,0,0,0,0.5,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472",158,"HREC",2,6,1,0.25,1,1,2,0,0,62.5,0,0,15,0,0,0,0.5,15,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"473",158,"MCL",3,6,1,0.25,1,1,2,0.5,0,0,0,15,15,0,0,0,15,15,0,62.5,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
