,SiteName,BlockNo,PlotNo,Subplot.No,Subplot.X,Subplot.Y,X4.waygrass,achmol,aegtri,agohet,aircar,amsmen,anaarv,astragalus,avebar,avefat,bare,brimax,brimin,brocar,brodia,brohor,bromad,broster,calcil,callut,calpar,cardamine,carpac,casatt,cenmil,cenmil..not..,cerglo,clapur,collinsia,conarv,croset,cynech,daucpusil,delgra,delvar,diccap,dicmul,elygla,erobot,eupspa,filgal,galapa,galpar,gerdis,germol,greenbrush,hypgla,laccil,lacser,lagophylla,latsph,linbic,linpar,lolmul,lomatium,longawnbrome,lotmic,lotpur,lotus,lotwra,lupbic,luzcom,madgra,miccal,naspul,navpub,notago,oak,petdub,pink.cup.opposite,plalan,planot,poasecunda,purplecup,purpleflower,rancal,rock,sanbip,scapec,shearv,shieldseed,sidalcea,sisbel,taecap,thycur,torilis,trialbo,tribif,tricil,tridub,trieri,trifuc,trigra,trihir,trihya,trilax,trimicroceph,trimicrodon,triwhite,triwil,triwra,unkforb,unktar,vicsat,vicvil,vulmyu,whiterib,whorledtarweed,wood,zigadenus
702,SFREC,2,1,14,6,8,,,,3,1,,,,,,,,,,4,2,,,,,,,2,,,,,,,,,2,,,,,,,,1,,,1,3,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,,,,4,,,,,,,,,,,,,,,,,1,,,
655,SFREC,2,1,15,7,2,,,,3,1,,,,,,,,,,5,1,3,,,,,,,,,,,,,,,2,,,,,,,1,1,,,2,,2,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,1,2,,,,,,,,,2,,,,,,
671,SFREC,2,1,15,7,4,,,,2,1,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,1,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,1,,,,,,,,,,2,,,2,,,
687,SFREC,2,1,15,7,6,,,,5,2,,,,,,,,1,,4,1,,,,,,,3,,2,,,1,,,,3,,,,,,,,1,,,1,5,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,1,,,1,,,
703,SFREC,2,1,15,7,8,,,,4,,,,,,,,,,,3,2,2,,,,,,2,,,,,2,,,,3,,,,,,,,1,,,1,2,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,,,,2,,,,,,,,,,,,,,3,,,,,,
656,SFREC,2,1,16,8,2,,,,4,2,,,,,,25,,,,3,1,4,,,,,,,,,,,,,,,3,,,,,,,1,2,,,1,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,,,
672,SFREC,2,1,16,8,4,,,,3,3,,,,,,10,,2,,4,1,1,,,,,,2,,,,,1,,,,3,,,,,,,,2,,,1,,3,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,2,,3,,,,,,,,,,,,,,,,,,2,,,1,,,
688,SFREC,2,1,16,8,6,,,,4,2,,,,,,,,,,3,2,1,,,,,,4,,,,,2,,,,3,,,,,,,,2,,,,3,,,,,,4,,,,,,,,,,,,,2,,,1,,2,,,,,,,,,,,,1,,,,3,,3,,,,,,,,,,,,,,,,,,2,,,1,,,
704,SFREC,2,1,16,8,8,,,,4,2,,,,,,,,,,3,2,2,,,,,,3,,1,,,1,,,,3,,,,,,,,2,,,1,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,2,,,,,,,,,,,,,,2,,,,,,
642,SFREC,2,1,2,2,1,,,,1,,,,,,,,,,,3,3,2,,,,,,,,,,,1,,,,,,,,,,,,2,,,2,,2,,,,2,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,,,,1,,3,,,,
658,SFREC,2,1,2,2,3,,,,2,,,4,,,,,,,,,2,2,,,,,,1,,,,,2,,,,1,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,3,,,,,,
674,SFREC,2,1,2,2,5,,,,3,2,,,,,,,,1,,3,2,1,,,,,,,,,,,3,,,,,,,,,,,,2,,,1,,,,,,,2,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,2,,,,,,
690,SFREC,2,1,2,2,7,,,,2,2,,,,,,,,,,3,2,,,,,,,,,,,,2,,,,2,,,,,,,,2,,,2,2,,,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,2,,1,3,,,
643,SFREC,2,1,3,3,1,,,,3,,,,,,,,,,,4,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,,2,,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,,,,,,,,,,,,,,2,,2,1,,,
659,SFREC,2,1,3,3,3,,,,2,2,,3,,,,,,,,5,1,1,,,,,,,,,,,2,,,,1,,,,,,,1,,,,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,2,,,
675,SFREC,2,1,3,3,5,,,,4,2,,,,,,,,1,,,2,1,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,,,,,1,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,3,,,,1,,,,,,,,,,,,,,3,,2,1,,,
691,SFREC,2,1,3,3,7,,,,3,,,,,,,,,,,3,2,,,,,,,,,,,,3,,,,,2,,,,,,,,,,2,2,,,,,,3,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,2,,,3,,,
644,SFREC,2,1,4,4,1,,,,,1,,,,,,,,,,4,1,2,,,,,,,,,,,1,,,,1,,,,,,,,,,,2,,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,1,,,,,,,,,,,,,,2,,,2,,,
660,SFREC,2,1,4,4,3,,,,4,1,,,,,,,,,,5,1,,,,,,,,,,,,1,,,,2,1,,,,,,2,2,,,2,,2,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,3,,2,2,,,
676,SFREC,2,1,4,4,5,,,,4,1,,,,,,,,,,3,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,1,,,,,,,,,2,,2,2,,,
692,SFREC,2,1,4,4,7,,,,4,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,1,,,,,,,2,,,2,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,,,,,,,,,,,,,,3,,,,,,
645,SFREC,2,1,5,5,1,,,,1,2,,,,,,,,1,,5,2,2,,,,,,,,,,,1,,,,3,,,,,,,,1,,,1,,2,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,1,,,2,,,
661,SFREC,2,1,5,5,3,,,,3,1,,,,,,4,,,,6,1,1,,,,,,,,,,,1,,,,2,,,,,,,1,2,,,1,,2,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,
677,SFREC,2,1,5,5,5,,,,4,2,,,,,,,,,,4,2,,,,,,,2,,,,,,,,,1,,,,,,,,1,,,1,2,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,2,,,,1,,,,,,,,,,,,,,2,,,2,,,
693,SFREC,2,1,5,5,7,,,,4,,,,,,,,,,,3,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,,2,4,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,2,,,,3,,,,,,,,,,,,,,2,,,2,,,
646,SFREC,2,1,6,6,1,,,,3,,,,,,,,,,,4,3,2,,,,,,,,,,,2,,,,3,,,,,,,1,1,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,,,,1,,,,,,,,,,1,,2,1,,,
662,SFREC,2,1,6,6,3,,,,3,,,,,,,,,1,,6,1,,,,,,,,,,,,,,,,,,,,,,,2,2,,,2,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,3,,1,2,,,
678,SFREC,2,1,6,6,5,,,,4,,,,,,,,,,,5,1,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,3,,,,,1,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,1,,,,,,,,,,1,,,,,,
694,SFREC,2,1,6,6,7,,,,4,2,,,,,,,,,,4,2,1,,,,,,,,,,,1,,,,2,,,,,,,1,,,,1,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,3,,,,,,,,,,,,,,2,,,,,,
647,SFREC,2,1,7,7,1,,,,4,2,,,,,,,,,,3,2,4,,,,,,,,,,,2,,,,3,,,,,,,2,2,,,1,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,2,,,2,,,
663,SFREC,2,1,7,7,3,,,,4,,,,,,,,,1,,5,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,3,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,3,,,,1,,,,,,,,,,,,,,3,,,,,,
679,SFREC,2,1,7,7,5,,,,4,1,,,,,,,,2,,3,1,,,,,,,2,,3,,,,,,,,,,,,,,,2,,,1,3,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,,,,,,,,,,2,,,1,,,
695,SFREC,2,1,7,7,7,,,,5,2,,,,,,,,1,,3,1,2,,,,,,4,,,,,2,,,,3,,,,,,,,,,,1,3,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,3,,2,,,,,,,,,,,,,,,,,,2,,,2,,,
648,SFREC,2,1,8,8,1,,,,5,2,,,,,,,,,,2,1,4,,,,,,,,,,,3,,,,2,,,,,,,,2,,,1,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,2,,,
664,SFREC,2,1,8,8,3,,,,4,2,,,,,,,,,,4,,3,,,,,,2,,,,,1,,,,3,,,,,,,,2,,,1,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,1,,,,,,
680,SFREC,2,1,8,8,5,,,,5,2,,,,,,,,1,,4,1,1,,,,,,3,,2,,,1,,,,2,,,,,,,,2,,,1,2,,,,,,3,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,,,,,2,,,1,,,
696,SFREC,2,1,8,8,7,,,,4,1,,,,,,,,1,,3,1,2,,,,,,3,,,,,2,,,,4,,,,,,,,2,,,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,2,,1,,,,
649,SFREC,2,1,9,1,2,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,3,,3,,,,
665,SFREC,2,1,9,1,4,,,,3,,,,,,,,,,,4,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,3,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,2,,,,1,,,,,,,,,,,,,,2,,4,1,,,
681,SFREC,2,1,9,1,6,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,2,,,,2,,,,,,,,1,,,2,1,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,2,,,,1,,,,,,,,,,,,,,,,,2,,,
697,SFREC,2,1,9,1,8,,,,2,,,,,,,,,,,4,3,,,,,,,,,,,,1,,,,1,1,,,,,,,2,,,1,2,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,2,,,
705,SFREC,2,2,1,1,1,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,3,,1,,,,
721,SFREC,2,2,1,1,3,,,,4,1,,,,,,,,3,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,3,,2,,,,
737,SFREC,2,2,1,1,5,,,,3,2,,,,,,,,3,,,1,3,,,,,,,,,,,,,,,3,,,,,,,,2,,,1,,2,,,,,3,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,,4,,4,,,,,,,,,,,,,,,,,,,,,1,,,
753,SFREC,2,2,1,1,7,,,,4,1,,,,,,,,1,,,2,4,,,,,,,,,,,,,,,4,,,,,,,,,,,1,1,3,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,2,,1,,,,
714,SFREC,2,2,10,2,2,,,,5,,,,,,,,,2,,,2,2,,,,,,,,,,,,,,,3,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,,,,,,,,,,,,,,,,,,3,,,,,,
730,SFREC,2,2,10,2,4,,,,3,2,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,1,,,,,,,,,,3,,,,,,
746,SFREC,2,2,10,2,6,,,,4,,,,,,,,,2,,1,1,,,,,,,,,,,,1,,,,2,,,,,,,,2,,,,,1,,,,,3,,,1,3,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,4,,3,,,,,,,,2,,,,,,,,,,2,,,,,,
762,SFREC,2,2,10,2,8,,,,3,2,,,,,,,,1,,2,3,2,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,2,,,,,2,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,3,,,,,,
715,SFREC,2,2,11,3,2,,,,4,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,2,,,,1,,,,,,,,,,2,,,,,,
731,SFREC,2,2,11,3,4,,,,3,,,,,,,,,,,3,,2,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,5,,2,,,,2,,,,,,,,,,,,,,4,,1,1,,,
747,SFREC,2,2,11,3,6,,,,2,1,,,,,,5,,2,,3,,2,,,,,,,,,,,,,,,3,2,,,,,,1,2,,,,,2,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,2,,,,,,
763,SFREC,2,2,11,3,8,,,,3,1,,,,,,,,,,,2,2,,,,,,,,,,,1,,,,3,,,,,,,,2,,,1,,2,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,1,,,,,,,,,3,,,,,,
716,SFREC,2,2,12,4,2,,,,3,,,,,,,2,,1,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,2,,,,3,,,,,,,,,,,,,,2,,,,,,
732,SFREC,2,2,12,4,4,,,,4,2,,,,,,,,2,,,1,2,,,,,,2,,,,,2,,,,,,,,,,,,1,,,1,,1,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,2,,,,,,,,,,,,,,4,,3,,,,
748,SFREC,2,2,12,4,6,,,,3,,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,3,,,,,,,,1,1,,,,,,,,,3,,,,,,
764,SFREC,2,2,12,4,8,,,,2,,,,,,,,,2,,,3,3,,,,,,,,,,,1,,,,2,,,,,,,,,,,1,,2,,,,,3,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,2,,,,1,,,,,,,,,,,,,,3,,4,,,,
717,SFREC,2,2,13,5,2,,,,3,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,2,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,3,,1,,,,3,,,,,,,,,,,,,,2,,2,,,,
733,SFREC,2,2,13,5,4,,,,6,3,,,,,,,,,,,,2,,,,,,,,,,,2,,,,2,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,3,,,,3,,,,3,1,,,,,,,,,3,,,,,,
749,SFREC,2,2,13,5,6,,,,5,1,,,,,,,,2,,,2,1,,,,,,2,,,,,,,,,2,1,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,2,2,,,,,,,,,3,,2,,,,
765,SFREC,2,2,13,5,8,,,,4,1,,,,,,,,4,,,3,4,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,5,,,,2,,,,,,,,,,3,,,,,,
718,SFREC,2,2,14,6,2,,,,4,1,,,,,,,,2,,4,1,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,1,,,,,,,,,2,,,,,,
734,SFREC,2,2,14,6,4,,,,,,,,,,,,,,,,3,3,,,,,,2,,,,,2,,,,2,,,,,,,,2,,,2,,2,,,,,2,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,2,,,,4,,,,,,,,,,,,,,2,,2,,,,
750,SFREC,2,2,14,6,6,,,,3,,,,,,,,,1,,,2,1,,,,,,1,,,,,,,,,2,,,,,,,,,,,1,,,,,,,2,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,5,,2,,,,6,,,,2,1,,,,,,,,,2,,,1,,,
766,SFREC,2,2,14,6,8,,,,3,,,,,,,,,3,,,2,2,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,2,,,,4,,,,,,,,,,,,,,3,,,,,,
719,SFREC,2,2,15,7,2,,,,5,2,,,,,,,,3,,,2,3,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,2,,2,,,,2,,,,1,,,,,,,,,,3,,,,,,
735,SFREC,2,2,15,7,4,,,,2,,,,,,,,,1,,,1,2,,,,,,1,,,,,2,,,,2,,,,,,,,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,4,,3,,,,4,,,,,,,,,,,,,,2,,2,,,,
751,SFREC,2,2,15,7,6,,,,5,3,,,,,,,,1,,1,,2,,,,,,2,,,,1,,,,,,,,,,,,1,2,,,2,,,,,,,3,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,2,,,,4,,,,2,,,,,,,,,,2,,,,,,
767,SFREC,2,2,15,7,8,,,,,,,,,,,,,,,3,1,,,,,,,3,,,,,,,,,2,,,,,,,,1,,,1,,1,,,,,,,,,6,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,2,,,,4,,,,,,,,,,,,,,2,,1,,,,
720,SFREC,2,2,16,8,2,,,,1,,,,,,,,,2,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,2,,,,3,,,,1,,,,,,,,,,,,,,,,
736,SFREC,2,2,16,8,4,,,,,,,,,,,8,,2,,,,2,,,,,,2,,,,,1,,,,2,,,,,,,,2,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,,,2,,,,,,,,,,,,,,,,,,,,
752,SFREC,2,2,16,8,6,,,,2,,,,,,,,,2,,2,1,2,,,,,,4,,,,,1,,,,2,,,,,,,,2,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,4,,,,,,,,,,,,,,2,,,,,,
768,SFREC,2,2,16,8,8,,,,,1,,,,,,,,,,2,,,,,,,,3,,,,,1,,,,2,,,,,,,,2,,,1,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,2,,2,,,,
706,SFREC,2,2,2,2,1,,,,3,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,3,,,,,,,,1,,,2,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,3,,2,,,,
722,SFREC,2,2,2,2,3,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,,,,,,,,,,,,,,,,,,4,,,,,,
738,SFREC,2,2,2,2,5,,,,3,2,,,,,,,,2,,2,1,2,,,,,,,,,,,,,,,3,,,,,,,,2,,,1,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,
754,SFREC,2,2,2,2,7,,,,,,,,,,,,,1,,2,2,2,,,,,,,,,,,,,,,,2,,,,,,,2,,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,2,,,,,,
707,SFREC,2,2,3,3,1,,,,3,,,,,,,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,,,3,,,,,,,,,,,,,,2,,3,,,,
723,SFREC,2,2,3,3,3,,,,3,,,,,,,20,,2,,,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,4,,,,2,,,,1,,,,,,,,,,3,,,,,,
739,SFREC,2,2,3,3,5,,,,2,1,,,,,,,,,,4,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,2,,2,,,,
755,SFREC,2,2,3,3,7,,,,3,1,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,3,2,,,,,,,1,,,1,,2,,,,,,,,,2,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,2,1,,,,,,,,,2,,,,,,
708,SFREC,2,2,4,4,1,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,2,,,,,,,,,,,,,,2,,2,,,,
724,SFREC,2,2,4,4,3,,,,5,2,,,,,,,,,,,,2,,,,,,,,,,,2,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,2,,,,4,,,,1,,,,,,,,,,3,,,1,,,
740,SFREC,2,2,4,4,5,,,,3,,,,,,,,,,,2,1,2,,,,,,2,,,,,,,,,,,,,,,,,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,3,,,,2,,,,,,,,,,,,,,3,,2,1,,,
756,SFREC,2,2,4,4,7,,,,6,1,,,,,,,,2,,,,1,,,,,,,,,,,1,,,,2,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,2,,,,,,,,,,3,,2,,,,
709,SFREC,2,2,5,5,1,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,1,,2,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,2,,,,,,,,,,2,,3,1,,,
725,SFREC,2,2,5,5,3,,,,6,2,,,,,,10,,1,,1,2,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,,,,,2,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,1,,,,4,,,,1,,,,,,,,,,2,,2,2,,,
741,SFREC,2,2,5,5,5,,,,3,1,,,,,,,,,,1,2,2,,,,,,2,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,3,,,,3,,,,,,,,,,,,,,3,,,3,,,
757,SFREC,2,2,5,5,7,,,,6,2,,,,,,,,3,,,,3,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,3,,,,,,
710,SFREC,2,2,6,6,1,,,,4,2,,,,,,,,2,,,,3,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,,,,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,2,,,,3,,,,,,,,,,,,,,1,,2,,,,
726,SFREC,2,2,6,6,3,,,,5,1,,,,,,,,3,,3,3,3,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,1,,,,,2,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,3,,2,,,,3,,,,,,,,,,,,,,3,,,,,,
742,SFREC,2,2,6,6,5,,,,4,,,,,,,,,1,,,2,3,,,,,,2,,,,,2,,,,2,,,,,,,,3,,,1,,2,,,,,3,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,3,,,,5,,,,,,,,,,,,,,3,,,,,,
758,SFREC,2,2,6,6,7,,,,6,,,,,,,,,4,,,2,3,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,3,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,3,,,,3,,,,,,,,,,,,,,2,,2,,,,
711,SFREC,2,2,7,7,1,,,,5,3,,,,,,,,2,,,,2,,,,,,1,,,,,,,,,2,,,,,,,,,,,2,,1,,,,,3,,,1,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,2,,,,4,,,,2,,,,,,,,,,2,,,,,,
