"index","AcmWra","AnaArv","Asclepias","CenSol","CroSet","HemCon","HolVir","LacSer","LotWra","NotRanunc","TaeCap","UnkApiaceae","Unknown","UnkTarweed..CenMil..","VicSat","AgoHet","AirCar","Bare","BriMin","BroDia","BroHor","CynEch","DicCap","Erodium","GalPar","GerDis","HypGla","LinCil","Lotus","MadSat","TriHir","ClaPur","Lupinus","MicCal","Ranunculus","SisBel","TriCro","TriDon","Torilis","Centaurea","Gopher","Sidalcea","AchMil","AveBar","LolMul","TriDub","VulMyu","AveFat","CerGlo","GasVen","Wyethia","LinBic","NotMadia","PlaNot","SilGal","TriEri","TriFuc","TriGra","TriAes","TriWil","UnkForb","WhiteBrush","BroMad","Clarkia","CarPac","Solidago","MadSat.1","UnkForb.Cerastium..","Tritileia","CovDis","BranchedTarweed","EupSpa","WhiteGlume","SoftThistle","RumCri","PetDub","TritileiaBlue","TriMicro","GerDis.1","BriMaj","StiPul","Lathyrus","LinPar","TriRef","TriWra","TriPlate","TriWild","BroSterilis","GalApa","YellowMint","NotRanunculus","Unk.Forb","AegTri","Rock","GerMol"
948,0,0.5,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",0,15,0,0,0.5,15,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
957,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",0,15,0,0,0,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
925,0,0.5,0,0,15,0,0,0,0,0,15,0,0,0,0,0.5,0,15,"0.5",15,15,0.5,0,0.5,15,0,15,0,0,0.5,0,15,0,0.5,0,0,0,0,0,0,0,0.5,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.5,0,0,0,0.5,0,0,0,0,15,0,0,0,0
945,0,0.5,0,0,0.5,0,0,0,0,0,15,0,0,0,0,15,0,0,"0",0,15,0,0,0.5,15,0,15,0,0,0,0,15,0,0,0,0.5,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0
889,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,"0",0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0.5,0,15,"0",15,15,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,15,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"0",15,15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
910,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,0,0,"0",0,0,0,0,0.5,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
919,0,0.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1
922,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
886,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0.5,0,15,"0",15,15,0,0,15,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
895,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,15,"0",15,15,0,0,0,0.5,0,15,0,0,0,0,15,0,0,0,0.5,0,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,0,0.5,0,0,15,0,0,0,0,0,15,0,0,0,0,0.5,0,15,"0",0,15,0,0,0.5,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.5,0,15,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,15,"0",0,15,0,0,0.5,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
883,0,0.5,0,0,15,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",15,15,0,0,15,15,0,15,0,0,0,0,15,0,0,0,0.5,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0
904,0,0.5,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,15,"0.5",0,15,15,0,0.5,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0.5,0,0,0.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0.5,0,15,0,0,0,0,0,0.5,0,0,1
846,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0,0,0,0,15,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
855,0,0.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0,0,0,0.5,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,15,0,0,"0",0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
867,0,0.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0,0,0,0.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,0,15,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"0",0,0.5,0,0,15,0.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,0,0.5,0,0,0.5,0,0,0,0,0,15,0,0,0,0,15,0,0,"0",0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0
879,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",0,15,0,0,0,15,0,37.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",0,15,0,0,0.5,15,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0
852,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,15,0,0,"0",0,15,0,0,0.5,0.5,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0
864,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,15,0,0,"0",0,15,0.5,0,15,15,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
873,0,0.5,0,0,0.5,0,0,0,0,0,15,0,0,0,0,15,0,0,"0",0,15,0,0,0.5,15,0,15,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
841,0,15,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,15,"0.5",0,15,0,0,0.5,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,0,0,0,0,0,0.5,0,0,0
861,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,15,15,0,"0",0,15,0.5,0,15,15,0,37.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1
805,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,15,0,0,0.5,0,0,0,0,0,0
808,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0.5,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0
835,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",15,15,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,0,0,0.5,0,0,0,15,0,0
811,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",0,15,0,0,15,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0.5,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0
832,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
799,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",15,15,0,0,15,15,0,15,0,0,0,0,15,0,0,0,0,0,0,0.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,0,0,0.5,0,0,0,15,0,0
820,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,0,"0",0,15,0,0,0,0.5,0,15,0,0.5,15,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,"0",15,15,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"0",0,15,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,37.5,"0",15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
786,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0.5,0,0,0,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,15,"0",15,15,0,0,0.5,15,0,15,0,0,0,0,0.5,0,0,0,0,0,0,15,0,0,0,0.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,"0",15,15,15,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,15,0,0,15,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
780,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
789,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0.5,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0,15,0,0,0.5,0,0,0,0,0,15,0,0,0,0,0.5,0,15,"0",15,15,15,0.5,15,15,0,15,0,0,0.5,0,0.5,0,0,0,15,0,0,15,0,0,0,0.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
777,0,0,0,0,15,0,0,0,0,0,37.5,0,0,0,0,0,0,0,"0",0,15,0,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,15,0,0
721,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"0",0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2
724,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,"0",0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,15,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"0",0,0,0,0,0,15,0,15,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
